,EPAssetsId,Province,LicenceNumber,UWI,CurrentOperator,CurrentOperatorParent,CurrentOperatorParentName,Licensee,LicenseeParentCompany,LicenseeParentCompanyName,LicenceDate,CurrentStatus,CurrentStatusStandardised,WellType,WellTypeStandardised,ConfidentialReleaseDate,AbandonDate,SurfAbandonDate,WellName,Formation,Field,Pool,SurveySystem,Surf_Location,Surf_Township,Surf_Meridian,Surf_Range,Surf_Section,Surf_LSD,Surf_Longitude,Surf_Latitude,Surf_TownshipRange,Surf_QuarterUnit,Surf_Unit,Surf_Block,Surf_NTSMapSheet,Surf_Series,Surf_Area,Surf_Sheet,Surf_QuarterSection,BH_Location,BH_TownshipRange,BH_QuarterUnit,BH_Unit,BH_Block,BH_NTSMapSheet,BH_Series,BH_Area,BH_Sheet,BH_QuarterSection,BH_Longitude,BH_Latitude,BH_Township,BH_Meridian,BH_Range,BH_Section,BH_LSD,GroundElevation,KBElevation,TotalDepth,LaheeClass,Confidential,SurfaceOwner,OSArea,OSDeposit,DrillingContractor,SpudDate,FinalDrillDate,RigReleaseDate,DaysDrilling,DrillMetresPerDay,TVD,WellProfile,Country,RegulatoryAgency,PSACAreaCode,PSACAreaName,ProjectedDepth,StatusDate,StatusSource,UnitID,UnitName,UnitFlag,Municipality,CompletionDate,Agent,_Completed`Flag,_Perf`Flag,Match
10139,2595485,Alberta,0480172,103140704708W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2016-08-24 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,BONTERRA 103 HZ PEMBINA 14-7-47-8,Cardium,Pembina,Cardium,DLS,14-12-047-09-W5,047,W5,09,12,14,-115.18521499999999,53.045058999999995,047-09-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,14-07-047-08-W5,047-08-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-115.16075900000001,53.043488,047,W5,08,07,14,798.3,802.6,3207.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2016-12-04 00:00:00.000,2016-12-10 00:00:00.000,2016-12-12 00:00:00.000,6.0,534.5,1581.81,Horizontal,Canada,AER,AB2,Foothills Front,3300.0,2017-01-11 00:00:00.000,AER,AB UN 085       264,BLUE RAPIDS CARDIUM UNIT NO. 1,Yes,,,Unspecified,1,1,Yes
10140,2595484,Alberta,0480170,102140704708W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2016-08-24 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,BONTERRA 102 HZ PEMBINA 14-7-47-8,Cardium,Pembina,Cardium,DLS,14-12-047-09-W5,047,W5,09,12,14,-115.18539299999999,53.045255000000004,047-09-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,14-07-047-08-W5,047-08-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-115.16078300000001,53.045825,047,W5,08,07,14,797.6,802.5,3206.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2016-11-26 00:00:00.000,2016-12-03 00:00:00.000,2016-12-04 00:00:00.000,7.0,458.0,1580.25,Horizontal,Canada,AER,AB2,Foothills Front,3300.0,2017-01-13 00:00:00.000,AER,AB UN 085       264,BLUE RAPIDS CARDIUM UNIT NO. 1,Yes,,,Unspecified,1,1,Yes
10141,2595483,Alberta,0480169,102110704708W500,Bonterra Energy Corp.,84,Bonterra Energy Corp.,Bonterra Energy Corp.,84,Bonterra Energy Corp.,2016-08-24 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,BONTERRA 102 HZ PEMBINA 11-7-47-8,Cardium,Pembina,Cardium,DLS,14-12-047-09-W5,047,W5,09,12,14,-115.185321,53.045176,047-09-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,11-07-047-08-W5,047-08-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-115.160816,53.040592000000004,047,W5,08,07,11,797.8,802.5,3394.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Ironhand Drilling Inc.,2016-12-12 00:00:00.000,2016-12-19 00:00:00.000,2016-12-21 00:00:00.000,7.0,484.86,1584.22,Horizontal,Canada,AER,AB2,Foothills Front,3430.0,2017-01-13 00:00:00.000,AER,AB UN 085       264,BLUE RAPIDS CARDIUM UNIT NO. 1,Yes,,,Unspecified,1,1,Yes
10142,2586401,Alberta,0474973,102052804710W500,Obsidian Energy Ltd.,562,Obsidian Energy Ltd.,Obsidian Energy Ltd.,562,Obsidian Energy Ltd.,2015-03-13 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,PENN WEST 102 HZ PEMBINA 5-28-47-10,Cardium,Pembina,Cardium,DLS,06-27-047-10-W5,047,W5,10,27,06,-115.37990900000001,53.08039,047-10-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,05-28-047-10-W5,047-10-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-115.41335600000001,53.080152000000005,047,W5,10,28,05,963.4,968.9,3949.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2015-08-18 00:00:00.000,2015-08-27 00:00:00.000,2015-08-29 00:00:00.000,9.0,438.78,1835.25,Horizontal,Canada,AER,AB2,Foothills Front,3950.0,2015-10-15 00:00:00.000,AER,AB UN 085        83,PEMBINA CARDIUM UNIT NO. 9,Yes,,,Unspecified,1,1,Yes
10143,2586402,Alberta,0474974,102042804710W500,Obsidian Energy Ltd.,562,Obsidian Energy Ltd.,Obsidian Energy Ltd.,562,Obsidian Energy Ltd.,2015-03-13 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,PENN WEST HZ PEMBINA 4-28-47-10,Cardium,Pembina,Cardium,DLS,06-27-047-10-W5,047,W5,10,27,06,-115.37990900000001,53.08025500000001,047-10-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,04-28-047-10-W5,047-10-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-115.413495,53.077289,047,W5,10,28,04,962.7,968.5,4071.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2015-08-29 00:00:00.000,2015-09-07 00:00:00.000,2015-09-09 00:00:00.000,9.0,452.33,1835.03,Horizontal,Canada,AER,AB2,Foothills Front,4050.0,2015-10-23 00:00:00.000,AER,AB UN 085        83,PEMBINA CARDIUM UNIT NO. 9,Yes,,,Unspecified,1,1,Yes
10144,2583414,Alberta,0472955,102062704710W500,Obsidian Energy Ltd.,562,Obsidian Energy Ltd.,Obsidian Energy Ltd.,562,Obsidian Energy Ltd.,2014-12-11 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,PENN WEST 102 HZ PEMBINA 6-27-47-10,Cardium,Pembina,Cardium,DLS,06-34-047-10-W5,047,W5,10,34,06,-115.384235,53.09659499999999,047-10-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,06-27-047-10-W5,047-10-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-115.382935,53.0823,047,W5,10,27,06,929.1,931.1,3256.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2015-02-07 00:00:00.000,2015-02-12 00:00:00.000,2015-02-13 00:00:00.000,5.0,651.2,1788.67,Horizontal,Canada,AER,AB2,Foothills Front,3261.4,2015-06-24 00:00:00.000,AER,AB UN 085        83,PEMBINA CARDIUM UNIT NO. 9,Yes,,,Unspecified,1,1,Yes
10145,2583413,Alberta,0472953,100052704710W500,Obsidian Energy Ltd.,562,Obsidian Energy Ltd.,Obsidian Energy Ltd.,562,Obsidian Energy Ltd.,2014-12-11 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,PENN WEST HZ PEMBINA 5-27-47-10,Cardium,Pembina,Cardium,DLS,06-34-047-10-W5,047,W5,10,34,06,-115.384459,53.09659499999999,047-10-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,05-27-047-10-W5,047-10-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-115.388754,53.081809,047,W5,10,27,05,928.8,931.1,3343.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2015-01-29 00:00:00.000,2015-02-04 00:00:00.000,2015-02-05 00:00:00.000,6.0,557.17,1789.8,Horizontal,Canada,AER,AB2,Foothills Front,3357.4,2015-06-26 00:00:00.000,AER,AB UN 085        83,PEMBINA CARDIUM UNIT NO. 9,Yes,,,Unspecified,1,1,Yes
10146,2586866,Alberta,0475238,100022704710W500,Obsidian Energy Ltd.,562,Obsidian Energy Ltd.,Obsidian Energy Ltd.,562,Obsidian Energy Ltd.,2015-04-15 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,PENN WEST HZ PEMBINA 2-27-47-10,Cardium,Pembina,Cardium,DLS,08-34-047-10-W5,047,W5,10,34,08,-115.372248,53.096681999999994,047-10-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,02-27-047-10-W5,047-10-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-115.37723000000001,53.078346999999994,047,W5,10,27,02,927.5,933.2,3812.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2015-07-13 00:00:00.000,2015-07-21 00:00:00.000,2015-07-23 00:00:00.000,8.0,476.5,1787.87,Horizontal,Canada,AER,AB2,Foothills Front,3925.0,2015-11-16 00:00:00.000,AER,AB UN 085        83,PEMBINA CARDIUM UNIT NO. 9,Yes,,,Unspecified,1,1,Yes
10147,2586867,Alberta,0475237,102012704710W500,Obsidian Energy Ltd.,562,Obsidian Energy Ltd.,Obsidian Energy Ltd.,562,Obsidian Energy Ltd.,2015-04-15 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,PENN WEST HZ PEMBINA 1-27-47-10,Cardium,Pembina,Cardium,DLS,08-34-047-10-W5,047,W5,10,34,08,-115.372024,53.096681999999994,047-10-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,01-27-047-10-W5,047-10-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-115.37138799999998,53.078326000000004,047,W5,10,27,01,928.1,933.1,3693.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2015-07-24 00:00:00.000,2015-08-02 00:00:00.000,2015-08-04 00:00:00.000,9.0,410.33,1784.24,Horizontal,Canada,AER,AB2,Foothills Front,3900.0,2015-11-16 00:00:00.000,AER,AB UN 085        83,PEMBINA CARDIUM UNIT NO. 9,Yes,,,Unspecified,1,1,Yes
10148,2612665,Alberta,0489104,102020303404W500,Nal Resources Limited,1303,Manulife Financial,Nal Resources Limited,1303,Manulife Financial,2018-05-10 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,NAL HZ CAROL 2-3-34-4,Cardium,Caroline,Commingled Pool 002,DLS,02-15-034-04-W5,034,W5,04,15,02,-114.48200200000001,51.912489,034-04-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,02-03-034-04-W5,034-04-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-114.483935,51.883408,034,W5,04,03,02,1020.8,1025.7,5117.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Horizon Drilling Inc.,2018-08-08 00:00:00.000,2018-08-22 00:00:00.000,2018-08-25 00:00:00.000,14.0,365.5,1996.29,Directional,Canada,AER,AB2,Foothills Front,5127.8,2018-10-01 00:00:00.000,AER,AB UN 088    PA1374,CAROLINE CARDIUM AGREEMENT NO. 4,Yes,,,Unspecified,1,1,Yes
10149,2612661,Alberta,0489103,100150203404W500,Nal Resources Limited,1303,Manulife Financial,Nal Resources Limited,1303,Manulife Financial,2018-05-10 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,NAL HZ CAROL 15-2-34-4,Cardium,Caroline,Commingled Pool 002,DLS,03-35-033-04-W5,033,W5,04,35,03,-114.463385,51.868602,033-04-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,15-02-034-04-W5,034-04-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-114.46066200000001,51.895907,034,W5,04,02,15,1101.5,1106.8,5038.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Horizon Drilling Inc.,2018-06-27 00:00:00.000,2018-07-06 00:00:00.000,2018-07-08 00:00:00.000,9.0,559.78,2071.1,Directional,Canada,AER,AB2,Foothills Front,5042.3,2018-08-01 00:00:00.000,AER,AB UN 088    PA1291,CAROLINE CARDIUM AGREEMENT NO. 1,Yes,,,Unspecified,1,1,Yes
10150,2612663,Alberta,0489107,100030203404W500,Nal Resources Limited,1303,Manulife Financial,Nal Resources Limited,1303,Manulife Financial,2018-05-10 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,NAL HZ CAROL 3-2-34-4,Cardium,Caroline,Commingled Pool 002,DLS,03-35-033-04-W5,033,W5,04,35,03,-114.463675,51.868602,033-04-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,03-02-034-04-W5,034-04-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-114.465971,51.885108,034,W5,04,02,03,1101.5,1106.6,3841.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Horizon Drilling Inc.,2018-07-10 00:00:00.000,2018-07-17 00:00:00.000,2018-07-19 00:00:00.000,7.0,548.71,2073.9,Directional,Canada,AER,AB2,Foothills Front,3850.5,2018-08-01 00:00:00.000,AER,AB UN 088    PA1292,CAROLINE CARDIUM AGREEMENT NO. 2,Yes,,,Unspecified,1,1,Yes
10152,2596775,Alberta,0480783,100012603708W500,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,2016-10-14 00:00:00.000,Flowing,Active,Crude Oil,Oil,,,,YANGARRA FERRIER 1-26-37-8,Cardium,Ferrier,Temporary Commingled,DLS,02-02-038-08-W5,038,W5,08,02,02,-115.031586,52.233727,038-08-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,01-26-037-08-W5,037-08-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-115.029927,52.203592,037,W5,08,26,01,1070.2,1077.0,5579.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2016-10-15 00:00:00.000,2016-10-28 00:00:00.000,2016-11-01 00:00:00.000,13.0,429.15,2362.99,Horizontal,Canada,AER,AB2,Foothills Front,5586.2,2017-03-27 00:00:00.000,CanOils,AB UN 088    PA1132,FERRIER CARDIUM AGREEMENT NO. 2,Yes,,,Unspecified,1,1,Yes
10153,2619560,Alberta,0493411,102042303708W500,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,2019-01-14 00:00:00.000,Flowing,Active,Crude Oil,Oil,,,,YANGARRA HZ 102 FERRIER 4-23-37-8,Cardium,Ferrier,Commingled Pool 001,DLS,08-34-037-08-W5,037,W5,08,34,08,-115.0501,52.221168,037-08-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,04-23-037-08-W5,037-08-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-115.04526000000001,52.188559000000005,037,W5,08,23,04,1105.0,1110.7,5837.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Stampede Drilling A Division Of Matrix Energy Technologi,2019-02-24 00:00:00.000,2019-03-09 00:00:00.000,2019-03-12 00:00:00.000,13.0,449.0,2424.32,Directional,Canada,AER,AB2,Foothills Front,,2019-06-01 00:00:00.000,AER,AB UN 088    PA1405,FERRIER CARDIUM AGREEMENT NO. 10,Yes,,,Unspecified,1,1,Yes
10154,2603151,Alberta,0483649,100042303708W500,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,2017-05-19 00:00:00.000,Flowing,Active,Crude Oil,Oil,,,,YANGARRA HZ FERRIER 4-23-37-8,Cardium,Ferrier,Commingled Pool 001,DLS,08-34-037-08-W5,037,W5,08,34,08,-115.0501,52.220988,037-08-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,04-23-037-08-W5,037-08-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-115.047265,52.188578,037,W5,08,23,04,1106.1,1110.9,5798.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2018-02-13 00:00:00.000,2018-02-27 00:00:00.000,2018-03-02 00:00:00.000,14.0,414.14,2424.29,Horizontal,Canada,AER,AB2,Foothills Front,5700.0,2018-04-09 00:00:00.000,AER,AB UN 088    PA1262,FERRIER CARDIUM AGREEMENT NO. 9,Yes,,,Unspecified,1,1,Yes
10155,2600686,Alberta,0482533,100032303708W500,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,Yangarra Resources Corp.,868,Yangarra Resources Ltd.,2017-01-23 00:00:00.000,Flowing,Active,Crude Oil,Oil,,,,YANGARRA HZ FERRIER 3-23-37-8,Cardium,Ferrier,Commingled Pool 001,DLS,02-35-037-08-W5,037,W5,08,35,02,-115.03541799999999,52.219977,037-08-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,03-23-037-08-W5,037-08-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-115.04101100000001,52.188767999999996,037,W5,08,23,03,1083.1,1091.1,5736.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Trinidad Drilling Ltd.,2017-02-10 00:00:00.000,2017-02-23 00:00:00.000,2017-02-26 00:00:00.000,13.0,441.23,2392.22,Horizontal,Canada,AER,AB2,Foothills Front,5710.5,2017-04-06 00:00:00.000,AER,AB UN 088    PA1143,FERRIER CARDIUM AGREEMENT NO. 4,Yes,,,Unspecified,1,1,Yes
10157,2612139,Alberta,0488776,102111803807W500,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,2018-04-10 00:00:00.000,Flowing,Active,Crude Oil,Oil,,,,CNRL HZ FERRIER 11-18-38-7,Cardium,Ferrier,Commingled Pool 001,DLS,08-17-038-07-W5,038,W5,07,17,08,-114.95584299999999,52.267633000000004,038-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,11-18-038-07-W5,038-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-114.99505,52.270540999999994,038,W5,07,18,11,1017.8,1023.9,4898.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Horizon Drilling Inc.,2018-06-19 00:00:00.000,2018-07-07 00:00:00.000,2018-07-11 00:00:00.000,18.0,272.11,2232.19,Directional,Canada,AER,AB2,Foothills Front,5200.0,2018-08-28 00:00:00.000,AER,AB UN 085       570,FERRIER CARDIUM UNIT NO.4,Yes,,,Unspecified,1,1,Yes
10158,2612137,Alberta,0488777,100051803807W500,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,2018-04-10 00:00:00.000,Flowing,Active,Crude Oil,Oil,,,,CNRL HZ FERRIER 5-18-38-7,Cardium,Ferrier,Commingled Pool 001,DLS,08-17-038-07-W5,038,W5,07,17,08,-114.95598999999999,52.267633000000004,038-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,05-18-038-07-W5,038-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-114.99698300000001,52.266674,038,W5,07,18,05,1017.8,1023.9,4879.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Horizon Drilling Inc.,2018-07-13 00:00:00.000,2018-08-02 00:00:00.000,2018-08-06 00:00:00.000,20.0,243.95,2237.35,Directional,Canada,AER,AB2,Foothills Front,5000.0,2018-08-28 00:00:00.000,AER,AB UN 085       570,FERRIER CARDIUM UNIT NO.4,Yes,,,Unspecified,1,1,Yes
10159,2612138,Alberta,0488775,103041803807W500,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,2018-04-10 00:00:00.000,Flowing,Active,Crude Oil,Oil,,,,CNRL HZ 103 FERRIER 4-18-38-7,Cardium,Ferrier,Commingled Pool 001,DLS,08-17-038-07-W5,038,W5,07,17,08,-114.955697,52.267633000000004,038-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,04-18-038-07-W5,038-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-114.997175,52.262059,038,W5,07,18,04,1017.8,1023.9,5150.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Horizon Drilling Inc.,2018-05-23 00:00:00.000,2018-06-10 00:00:00.000,2018-06-16 00:00:00.000,18.0,286.11,2246.21,Directional,Canada,AER,AB2,Foothills Front,5200.0,2018-08-28 00:00:00.000,AER,AB UN 085       570,FERRIER CARDIUM UNIT NO.4,Yes,,,Unspecified,1,1,Yes
10160,2598560,Alberta,0481808,102041803807W500,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,2016-12-12 00:00:00.000,Flowing,Active,Crude Oil,Oil,,,,CNRL 102 HZ FERRIER 4-18-38-7,Cardium,Ferrier,Commingled Pool 001,DLS,03-19-038-07-W5,038,W5,07,19,03,-114.995263,52.276542,038-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,04-18-038-07-W5,038-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-114.99949199999999,52.262091,038,W5,07,18,04,1049.0,1049.8,3781.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Horizon Drilling Inc.,2017-03-14 00:00:00.000,2017-03-28 00:00:00.000,2017-03-31 00:00:00.000,14.0,270.07,2265.26,Horizontal,Canada,AER,AB2,Foothills Front,3794.0,2017-05-15 00:00:00.000,AER,AB UN 085       570,FERRIER CARDIUM UNIT NO.4,Yes,,,Unspecified,1,1,Yes
10161,2598561,Alberta,0481809,100131703807W500,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,Canadian Natural Resources Limited,159,Canadian Natural Resources Limited,2016-12-12 00:00:00.000,Flowing,Active,Crude Oil,Oil,,,,CNRL HZ FERRIER 13-17-38-7,Cardium,Ferrier,Commingled Pool 001,DLS,03-19-038-07-W5,038,W5,07,19,03,-114.99516200000001,52.276477,038-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,13-17-038-07-W5,038-07-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-114.971999,52.274370000000005,038,W5,07,17,13,1049.0,1049.8,3958.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Horizon Drilling Inc.,2017-04-01 00:00:00.000,2017-04-17 00:00:00.000,2017-04-20 00:00:00.000,16.0,247.38,2253.42,Horizontal,Canada,AER,AB2,Foothills Front,3954.0,2017-05-17 00:00:00.000,AER,AB UN 085       570,FERRIER CARDIUM UNIT NO.4,Yes,,,Unspecified,1,1,Yes
10172,2586380,Alberta,0475003,100023404911W500,Obsidian Energy Ltd.,562,Obsidian Energy Ltd.,Obsidian Energy Ltd.,562,Obsidian Energy Ltd.,2015-03-17 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,PENN WEST HZ PEMBINA 2-34-49-11,Cardium,Pembina,Cardium,DLS,15-28-049-11-W5,049,W5,11,28,15,-115.545685,53.262508,049-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,02-34-049-11-W5,049-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-115.52176599999999,53.266344,049,W5,11,34,02,945.3,949.7,3443.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2015-08-10 00:00:00.000,2015-08-15 00:00:00.000,2015-08-20 00:00:00.000,5.0,688.6,1752.38,Horizontal,Canada,AER,AB2,Foothills Front,4100.0,2015-09-20 00:00:00.000,AER,AB UN 085        96,PEMBINA CARDIUM UNIT NO. 11,Yes,,,Unspecified,1,1,Yes
10173,2602038,Alberta,0483176,102113204911W500,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,Whitecap Resources Inc.,1606,Whitecap Resources Inc.,2017-03-14 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,WHITECAP PEMBINA 11-32-49-11,Cardium,Pembina,Cardium,DLS,05-08-050-11-W5,050,W5,11,08,05,-115.58254299999999,53.29796999999999,050-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,11-32-049-11-W5,049-11-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-115.57965300000001,53.273361,049,W5,11,32,11,961.7,966.1,4392.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2018-01-31 00:00:00.000,2018-02-08 00:00:00.000,2018-02-10 00:00:00.000,8.0,549.0,1778.39,Horizontal,Canada,AER,AB2,Foothills Front,4777.0,2018-02-26 00:00:00.000,AER,AB UN 085       160,CYNTHIA CARDIUM UNIT NO. 1,Yes,,,Unspecified,1,1,Yes
